t,Mass0,Mass0_5,Mass1_0,Mass1_5,Mass2_0,Minutes
7396,-0.009359607,0.470935971,0.98743844,1.528571486,2.004187346,11.0925
7397,-0.008866996,0.470197052,0.98743844,1.528817773,2.002955675,11.094
7398,-0.008374385,0.469704449,0.987684786,1.527832508,2.002709389,11.0955
7399,-0.008866996,0.469950765,0.988669991,1.527832508,2.00197053,11.097
7400,-0.009113301,0.470197052,0.989901483,1.528571486,2.002463102,11.0985
7401,-0.009113301,0.471921206,0.989655197,1.529064059,2.002955675,11.1
7402,-0.008866996,0.472660124,0.988916278,1.53029561,2.003448248,11.1015
7403,-0.008866996,0.472167492,0.988669991,1.530049324,2.002463102,11.103
7404,-0.009113301,0.471921206,0.990147829,1.529803038,2.001477957,11.1045
7405,-0.008866996,0.471674889,0.991625667,1.530788183,2.000985384,11.106
7406,-0.00862069,0.471921206,0.991625667,1.531280875,2.001724243,11.1075
7407,-0.009113301,0.470935971,0.992118239,1.532266021,2.002709389,11.109
7408,-0.008128079,0.469704449,0.991625667,1.533743858,2.001724243,11.1105
7409,-0.007389163,0.469458133,0.990640402,1.533251286,1.999753714,11.112
7410,-0.007881774,0.470689684,0.990640402,1.531773448,1.998768568,11.1135
7411,-0.007881774,0.472167492,0.991133034,1.53103447,1.99802959,11.115
7412,-0.007635468,0.472660124,0.991379321,1.532019734,1.997537017,11.1165
7413,-0.008128079,0.472660124,0.991871953,1.532266021,1.998522282,11.118
7414,-0.007881774,0.472167492,0.992364585,1.533004999,1.999261141,11.1195
7415,-0.008128079,0.471674889,0.991871953,1.532512307,1.999507427,11.121
7416,-0.008866996,0.472167492,0.992118239,1.532512307,1.999753714,11.1225
7417,-0.00862069,0.472413808,0.992364585,1.533251286,2.000246286,11.124
7418,-0.00862069,0.471921206,0.992364585,1.533251286,1.999507427,11.1255
7419,-0.00862069,0.470443368,0.992364585,1.532266021,1.998768568,11.127
7420,-0.008866996,0.469950765,0.993349791,1.531280875,1.99802959,11.1285
7421,-0.008866996,0.470443368,0.993842423,1.532019734,1.998768568,11.13
7422,-0.008374385,0.470935971,0.993103504,1.532758713,1.999753714,11.1315
7423,-0.008866996,0.471674889,0.991871953,1.532266021,2.00123167,11.133
7424,-0.008866996,0.470935971,0.990886748,1.531280875,2.00123167,11.1345
7425,-0.008374385,0.470935971,0.990147829,1.530541897,2.000492573,11.136
7426,-0.008866996,0.470197052,0.989655197,1.53029561,1.999507427,11.1375
7427,-0.008374385,0.469704449,0.989655197,1.530541897,2.000246286,11.139
7428,-0.007142857,0.468472928,0.989162564,1.530541897,2.001724243,11.1405
7429,-0.007142857,0.467734009,0.988423645,1.53029561,2.002463102,11.142
7430,-0.007635468,0.466009855,0.988177359,1.529064059,2.00197053,11.1435
7431,-0.007635468,0.46502465,0.988177359,1.528817773,2.002216816,11.145
7432,-0.008374385,0.46502465,0.98940891,1.5283252,2.001477957,11.1465
7433,-0.009113301,0.466009855,0.989901483,1.528078914,2.002463102,11.148
7434,-0.009113301,0.466748774,0.989655197,1.528817773,2.000738859,11.1495
7435,-0.009359607,0.466502488,0.98940891,1.528571486,2.000246286,11.151
7436,-0.009852218,0.466009855,0.988423645,1.528078914,1.998275876,11.1525
7437,-0.009605912,0.465270936,0.988669991,1.528078914,1.99802959,11.154
7438,-0.008866996,0.464039415,0.988423645,1.528571486,1.998275876,11.1555
7439,-0.009605912,0.462561578,0.987684786,1.528078914,1.998275876,11.157
7440,-0.010591133,0.46108377,0.986945868,1.527093649,1.997783303,11.1585
7441,-0.010344828,0.459605932,0.987684786,1.526847363,1.997537017,11.16
7442,-0.010344828,0.460591137,0.987684786,1.527093649,1.995566607,11.1615
7443,-0.010344828,0.462068975,0.988177359,1.527586222,1.995320201,11.163
7444,-0.010591133,0.46305421,0.988423645,1.527832508,1.995566607,11.1645
7445,-0.01182266,0.46305421,0.987684786,1.528078914,1.995812893,11.166
7446,-0.012807882,0.462807894,0.98743844,1.529310346,1.994335055,11.1675
7447,-0.013054187,0.462315291,0.987931073,1.530788183,1.994088769,11.169
7448,-0.012315271,0.46305421,0.987684786,1.531773448,1.994827628,11.1705
7449,-0.01182266,0.464285731,0.987192154,1.531773448,1.994088769,11.172
7450,-0.011083744,0.465763569,0.986453235,1.532266021,1.995566607,11.1735
7451,-0.010344828,0.465763569,0.98743844,1.533004999,1.994581342,11.175
7452,-0.010591133,0.465517253,0.98743844,1.533251286,1.995566607,11.1765
7453,-0.010837439,0.465517253,0.986945868,1.532512307,1.995812893,11.178
7454,-0.010837439,0.466009855,0.986699522,1.532266021,1.996798038,11.1795
7455,-0.011576355,0.467241406,0.985714316,1.532266021,1.996551752,11.181
7456,-0.011576355,0.468226612,0.98546803,1.531527162,1.995320201,11.1825
7457,-0.010837439,0.468719214,0.985960603,1.530788183,1.993842483,11.184
7458,-0.010837439,0.470197052,0.987192154,1.53103447,1.992364645,11.1855
7459,-0.011083744,0.470935971,0.986699522,1.530788183,1.992364645,11.187
7460,-0.010837439,0.471182287,0.987684786,1.530788183,1.993842483,11.1885
7461,-0.011330049,0.470689684,0.987684786,1.529803038,1.994335055,11.19
7462,-0.011330049,0.470197052,0.988916278,1.5283252,1.994581342,11.1915
7463,-0.011576355,0.471182287,0.990886748,1.527832508,1.994581342,11.193
7464,-0.012561576,0.472167492,0.992118239,1.527339935,1.995320201,11.1945
7465,-0.012561576,0.473399043,0.992610872,1.526601076,1.994088769,11.196
7466,-0.012807882,0.473645329,0.994088709,1.526847363,1.993103504,11.1975
7467,-0.012561576,0.473399043,0.993349791,1.527339935,1.993349791,11.199
7468,-0.013054187,0.472660124,0.993103504,1.527339935,1.993349791,11.2005
7469,-0.013546798,0.472413808,0.992610872,1.526847363,1.994335055,11.202
7470,-0.012315271,0.472906411,0.993596077,1.526601076,1.994827628,11.2035
7471,-0.011083744,0.473891646,0.995073915,1.526847363,1.995073915,11.205
7472,-0.010591133,0.473891646,0.996305466,1.526601076,1.995073915,11.2065
7473,-0.010344828,0.473399043,0.996305466,1.526847363,1.995566607,11.208
7474,-0.010344828,0.473645329,0.996305466,1.527339935,1.997044444,11.2095
7475,-0.010591133,0.474630564,0.995566547,1.527832508,1.998275876,11.211
7476,-0.010591133,0.474137932,0.994827628,1.527832508,1.999261141,11.2125
7477,-0.010098523,0.474384248,0.994581282,1.528078914,1.999261141,11.214
7478,-0.009605912,0.473645329,0.994581282,1.527586222,1.999261141,11.2155
7479,-0.008866996,0.473399043,0.994827628,1.527339935,1.999753714,11.217
7480,-0.008866996,0.473399043,0.993596077,1.5283252,2.000246286,11.2185
7481,-0.008128079,0.472167492,0.991871953,1.529064059,2.000492573,11.22
7482,-0.007881774,0.471182287,0.991379321,1.529064059,2.000738859,11.2215
7483,-0.007635468,0.471182287,0.992118239,1.529064059,2.002216816,11.223
7484,-0.006896552,0.471428573,0.992364585,1.527832508,2.002709389,11.2245
7485,-0.006157636,0.471921206,0.993103504,1.526847363,2.003694534,11.226
7486,-0.005418719,0.472413808,0.993103504,1.526354671,2.004187346,11.2275
7487,-0.00591133,0.472906411,0.992118239,1.526354671,2.005172491,11.229
7488,-0.007142857,0.471921206,0.991133034,1.526601076,2.005418777,11.2305
7489,-0.007635468,0.471674889,0.990394115,1.527093649,2.006157637,11.232
7490,-0.007389163,0.471921206,0.988669991,1.527093649,2.007635593,11.2335
7491,-0.006896552,0.472413808,0.988916278,1.527093649,2.009359598,11.235
7492,-0.006650247,0.471674889,0.989901483,1.526601076,2.010098696,11.2365
7493,-0.00591133,0.470935971,0.991379321,1.526847363,2.011083841,11.238
7494,-0.005665025,0.470935971,0.990886748,1.527339935,2.011330128,11.2395
7495,-0.005418719,0.471182287,0.990640402,1.527339935,2.012068987,11.241
7496,-0.004926109,0.471428573,0.991133034,1.5283252,2.012807846,11.2425
7497,-0.004926109,0.471674889,0.991625667,1.528571486,2.012807846,11.244
7498,-0.004926109,0.472413808,0.991133034,1.527586222,2.012807846,11.2455
7499,-0.003940887,0.473152727,0.991379321,1.526601076,2.012315273,11.247
7500,-0.00270936,0.473152727,0.991871953,1.525862098,2.012315273,11.2485
7501,-0.002463054,0.472413808,0.991133034,1.525369525,2.011576414,11.25
7502,-0.003694581,0.472660124,0.990640402,1.525615811,2.011822701,11.2515
7503,-0.005172414,0.472167492,0.990394115,1.525615811,2.011330128,11.253
7504,-0.00591133,0.471674889,0.990394115,1.524630547,2.010591269,11.2545
7505,-0.00591133,0.471921206,0.990147829,1.523645401,2.009605885,11.256
7506,-0.00591133,0.471921206,0.988916278,1.522660136,2.009113312,11.2575
7507,-0.006403941,0.471182287,0.988177359,1.522167563,2.008374453,11.259
7508,-0.006650247,0.471182287,0.989655197,1.521921277,2.008128166,11.2605
7509,-0.007142857,0.471428573,0.990147829,1.522167563,2.008128166,11.262
7510,-0.008128079,0.471428573,0.990147829,1.521921277,2.008128166,11.2635
7511,-0.009113301,0.470689684,0.989901483,1.521921277,2.008620739,11.265
7512,-0.009359607,0.470197052,0.989901483,1.522167563,2.008867025,11.2665
7513,-0.010591133,0.470197052,0.990640402,1.522167563,2.008620739,11.268
7514,-0.011330049,0.470443368,0.990886748,1.521182299,2.008374453,11.2695
7515,-0.010837439,0.470689684,0.990886748,1.520689726,2.009359598,11.271
7516,-0.010591133,0.470935971,0.991625667,1.521182299,2.010098696,11.2725
7517,-0.010591133,0.469950765,0.992118239,1.522167563,2.010098696,11.274
7518,-0.011083744,0.470443368,0.992610872,1.523152709,2.010344982,11.2755
7519,-0.010837439,0.471182287,0.993596077,1.522906423,2.010344982,11.277
7520,-0.009605912,0.470443368,0.994334996,1.52241385,2.011083841,11.2785
7521,-0.009359607,0.470443368,0.994088709,1.522660136,2.010837555,11.28
7522,-0.00862069,0.470935971,0.994088709,1.523399115,2.010344982,11.2815
7523,-0.007389163,0.470197052,0.995073915,1.523645401,2.010098696,11.283
7524,-0.006403941,0.470197052,0.995320201,1.523645401,2.010591269,11.2845
7525,-0.005665025,0.470935971,0.995566547,1.523645401,2.010837555,11.286
7526,-0.00591133,0.470689684,0.994827628,1.52438426,2.010098696,11.2875
7527,-0.006157636,0.470689684,0.994334996,1.524137974,2.010344982,11.289
7528,-0.006157636,0.470935971,0.993842423,1.523399115,2.010344982,11.2905
7529,-0.005418719,0.471921206,0.992857158,1.52241385,2.010344982,11.292
7530,-0.004679803,0.473152727,0.992857158,1.522167563,2.010344982,11.2935
7531,-0.004187192,0.473399043,0.993349791,1.523152709,2.010098696,11.295
7532,-0.004187192,0.473891646,0.993103504,1.523891687,2.008867025,11.2965
7533,-0.005172414,0.473891646,0.992364585,1.523891687,2.009113312,11.298
7534,-0.005665025,0.474137932,0.991625667,1.523645401,2.008867025,11.2995
7535,-0.00591133,0.474384248,0.991379321,1.52241385,2.009605885,11.301
7536,-0.006157636,0.474384248,0.991133034,1.521921277,2.009605885,11.3025
7537,-0.006896552,0.473891646,0.990394115,1.523152709,2.010344982,11.304
7538,-0.007389163,0.473152727,0.98940891,1.524137974,2.008867025,11.3055
7539,-0.007635468,0.472167492,0.989655197,1.523891687,2.009605885,11.307
7540,-0.008374385,0.471921206,0.989901483,1.523399115,2.011083841,11.3085
7541,-0.009605912,0.472660124,0.990640402,1.524137974,2.013546944,11.31
7542,-0.010837439,0.472413808,0.991379321,1.524876952,2.012068987,11.3115
7543,-0.01182266,0.472167492,0.991625667,1.524876952,2.009605885,11.313
7544,-0.011576355,0.472660124,0.992610872,1.52438426,2.011083841,11.3145
7545,-0.010591133,0.472167492,0.993349791,1.524876952,2.009359598,11.316
7546,-0.009852218,0.472660124,0.994088709,1.526354671,2.011330128,11.3175
7547,-0.009605912,0.472660124,0.995073915,1.526847363,2.011330128,11.319
7548,-0.010098523,0.471921206,0.995566547,1.525862098,2.012315273,11.3205
7549,-0.010591133,0.470689684,0.995073915,1.525862098,2.011576414,11.322
7550,-0.010591133,0.470443368,0.994088709,1.526601076,2.01256156,11.3235
7551,-0.010098523,0.470197052,0.993842423,1.527339935,2.011330128,11.325
7552,-0.009113301,0.470197052,0.993842423,1.528078914,2.011822701,11.3265
7553,-0.00862069,0.469704449,0.993842423,1.529310346,2.011576414,11.328
7554,-0.00862069,0.469458133,0.994088709,1.530541897,2.012068987,11.3295
7555,-0.008374385,0.470443368,0.993349791,1.529310346,2.011822701,11.331
7556,-0.007881774,0.471674889,0.993596077,1.528817773,2.01379323,11.3325
7557,-0.006896552,0.473152727,0.993596077,1.529310346,2.01379323,11.334
7558,-0.006650247,0.473152727,0.994088709,1.529556751,2.013300657,11.3355
7559,-0.00591133,0.471921206,0.994088709,1.529064059,2.010837555,11.337
7560,-0.005172414,0.471674889,0.993842423,1.5283252,2.01379323,11.3385
7561,-0.004679803,0.472413808,0.994334996,1.528078914,2.015517235,11.34
7562,-0.005418719,0.471674889,0.994088709,1.528078914,2.015024662,11.3415
7563,-0.006403941,0.471674889,0.993349791,1.527832508,2.016748905,11.343
7564,-0.007635468,0.470689684,0.992364585,1.527586222,2.016256332,11.3445
7565,-0.007881774,0.470443368,0.992118239,1.527832508,2.016748905,11.346
7566,-0.007389163,0.469458133,0.991871953,1.528571486,2.016009808,11.3475
7567,-0.006896552,0.470197052,0.991625667,1.527093649,2.016256332,11.349
7568,-0.006403941,0.46896553,0.991625667,1.525862098,2.016256332,11.3505
7569,-0.005418719,0.46896553,0.991625667,1.525862098,2.016256332,11.352
7570,-0.00591133,0.469211847,0.991379321,1.525369525,2.015024662,11.3535
7571,-0.006650247,0.469211847,0.991379321,1.524876952,2.014778376,11.355
7572,-0.007142857,0.469211847,0.992118239,1.524630547,2.01379323,11.3565
7573,-0.007142857,0.46896553,0.992118239,1.52438426,2.01379323,11.358
7574,-0.008374385,0.468472928,0.992118239,1.523891687,2.013054132,11.3595
7575,-0.00862069,0.467734009,0.992610872,1.524137974,2.013054132,11.361
7576,-0.007881774,0.467487693,0.991625667,1.524876952,2.011576414,11.3625
7577,-0.006896552,0.467734009,0.990394115,1.525615811,2.011822701,11.364
7578,-0.006896552,0.467241406,0.98940891,1.527339935,2.011330128,11.3655
7579,-0.006157636,0.467241406,0.989655197,1.526847363,2.011330128,11.367
7580,-0.006403941,0.468226612,0.990147829,1.526354671,2.010591269,11.3685
7581,-0.006157636,0.468719214,0.990394115,1.526108384,2.009605885,11.37
7582,-0.005665025,0.469704449,0.991379321,1.526601076,2.008374453,11.3715
7583,-0.006157636,0.469950765,0.991625667,1.526847363,2.00788188,11.373
7584,-0.006896552,0.471182287,0.992118239,1.526847363,2.007635593,11.3745
7585,-0.005665025,0.471428573,0.992610872,1.526601076,2.00788188,11.376
7586,-0.005172414,0.471674889,0.993349791,1.526354671,2.006896496,11.3775
7587,-0.006403941,0.470689684,0.994581282,1.525615811,2.006896496,11.379
7588,-0.00591133,0.469950765,0.995566547,1.525862098,2.007389307,11.3805
7589,-0.005418719,0.469704449,0.996305466,1.526108384,2.007635593,11.382
7590,-0.004926109,0.469704449,0.995812833,1.526108384,2.007635593,11.3835
7591,-0.005172414,0.469704449,0.996305466,1.527339935,2.006403923,11.385
7592,-0.005172414,0.470197052,0.99605912,1.528571486,2.006157637,11.3865
7593,-0.00591133,0.470197052,0.995566547,1.528571486,2.00591135,11.388
7594,-0.006403941,0.469950765,0.996305466,1.528078914,2.006157637,11.3895
7595,-0.007389163,0.470689684,0.997783303,1.526847363,2.005665064,11.391
7596,-0.008128079,0.471674889,0.998768508,1.526108384,2.005418777,11.3925
7597,-0.008866996,0.471428573,0.997783303,1.526847363,2.003941059,11.394
7598,-0.008374385,0.471428573,0.997044384,1.527832508,2.003201962,11.3955
7599,-0.006896552,0.471182287,0.997044384,1.5283252,2.003694534,11.397
7600,-0.006403941,0.470935971,0.99605912,1.528078914,2.004679918,11.3985
7601,-0.006403941,0.469950765,0.995320201,1.527093649,2.004433632,11.4
7602,-0.006403941,0.469458133,0.995073915,1.526354671,2.004926205,11.4015
7603,-0.007142857,0.469458133,0.994827628,1.527093649,2.005665064,11.403
7604,-0.008374385,0.470197052,0.993842423,1.527339935,2.007143021,11.4045
7605,-0.008374385,0.471674889,0.993103504,1.528078914,2.008620739,11.406
7606,-0.008128079,0.471921206,0.992118239,1.5283252,2.009852171,11.4075
7607,-0.007881774,0.472660124,0.991133034,1.528571486,2.010591269,11.409
7608,-0.007635468,0.473399043,0.990147829,1.528817773,2.011822701,11.4105
7609,-0.006403941,0.473399043,0.989162564,1.528571486,2.014039516,11.412
7610,-0.006403941,0.472413808,0.98940891,1.527339935,2.016748905,11.4135
7611,-0.006403941,0.473399043,0.98940891,1.526601076,2.017487764,11.415
7612,-0.006403941,0.474137932,0.988177359,1.526108384,2.018226624,11.4165
7613,-0.006403941,0.474137932,0.987684786,1.526847363,2.017734051,11.418
7614,-0.006403941,0.473891646,0.987684786,1.527339935,2.016995192,11.4195
7615,-0.00591133,0.474384248,0.988669991,1.527339935,2.016995192,11.421
7616,-0.005418719,0.474137932,0.98940891,1.527586222,2.018226624,11.4225
7617,-0.006403941,0.473645329,0.990147829,1.527832508,2.019211769,11.424
7618,-0.007635468,0.472906411,0.989162564,1.527339935,2.019211769,11.4255
7619,-0.007389163,0.473399043,0.988423645,1.527093649,2.019950867,11.427
7620,-0.007142857,0.473152727,0.98743844,1.528078914,2.020443439,11.4285
7621,-0.007635468,0.472906411,0.987684786,1.528078914,2.019950867,11.43
7622,-0.007389163,0.472660124,0.988423645,1.529310346,2.01847291,11.4315
7623,-0.007881774,0.472413808,0.988669991,1.529803038,2.016748905,11.433
7624,-0.008866996,0.472906411,0.98940891,1.529064059,2.017734051,11.4345
7625,-0.009605912,0.473399043,0.989655197,1.5283252,2.015270948,11.436
7626,-0.010344828,0.473645329,0.990394115,1.527832508,2.012807846,11.4375
7627,-0.011330049,0.474137932,0.991133034,1.527339935,2.011576414,11.439
7628,-0.011083744,0.474876851,0.991625667,1.5283252,2.008867025,11.4405
7629,-0.010344828,0.474137932,0.990886748,1.529064059,2.008620739,11.442
7630,-0.009359607,0.473645329,0.991133034,1.529064059,2.008620739,11.4435
7631,-0.009113301,0.473152727,0.991379321,1.528817773,2.009359598,11.445
7632,-0.008866996,0.472660124,0.991379321,1.528571486,2.009605885,11.4465
7633,-0.008866996,0.471674889,0.990394115,1.528571486,2.009605885,11.448
7634,-0.009113301,0.471182287,0.98940891,1.527832508,2.008867025,11.4495
7635,-0.00862069,0.471921206,0.989901483,1.526601076,2.006896496,11.451
7636,-0.00862069,0.472413808,0.991625667,1.525615811,2.006403923,11.4525
7637,-0.008866996,0.471921206,0.993103504,1.525862098,2.00591135,11.454
7638,-0.008866996,0.471674889,0.993596077,1.525123239,2.004433632,11.4555
7639,-0.009113301,0.471182287,0.993842423,1.524876952,2.004433632,11.457
7640,-0.009359607,0.470197052,0.993103504,1.523399115,2.005418777,11.4585
7641,-0.008374385,0.469704449,0.993103504,1.523152709,2.006650209,11.46
7642,-0.007142857,0.468719214,0.992118239,1.523399115,2.004433632,11.4615
7643,-0.006650247,0.467487693,0.992364585,1.523891687,2.006403923,11.463
7644,-0.005665025,0.466748774,0.991871953,1.523399115,2.006896496,11.4645
7645,-0.004679803,0.466009855,0.991871953,1.523891687,2.006157637,11.466
7646,-0.004187192,0.466256171,0.991379321,1.523152709,2.007389307,11.4675
7647,-0.003448276,0.466502488,0.992364585,1.522906423,2.007635593,11.469
7648,-0.003201971,0.466502488,0.993596077,1.522660136,2.005665064,11.4705
7649,-0.003694581,0.466748774,0.994581282,1.52241385,2.006157637,11.472
7650,-0.004187192,0.467241406,0.993596077,1.52241385,2.007389307,11.4735
7651,-0.005172414,0.46699509,0.993842423,1.522906423,2.008620739,11.475
7652,-0.006403941,0.467980295,0.993103504,1.523645401,2.008620739,11.4765
7653,-0.006896552,0.467980295,0.992364585,1.524630547,2.009113312,11.478
7654,-0.006403941,0.468226612,0.991625667,1.524876952,2.009359598,11.4795
7655,-0.006650247,0.469458133,0.990640402,1.525123239,2.007635593,11.481
7656,-0.007389163,0.469704449,0.990640402,1.525369525,2.00788188,11.4825
7657,-0.007142857,0.469950765,0.990147829,1.524876952,2.008128166,11.484
7658,-0.007389163,0.470443368,0.990640402,1.524876952,2.007635593,11.4855
7659,-0.007881774,0.471428573,0.990394115,1.524630547,2.006896496,11.487
7660,-0.008374385,0.473152727,0.991133034,1.523891687,2.008867025,11.4885
7661,-0.008374385,0.473645329,0.990640402,1.522906423,2.008374453,11.49
7662,-0.008866996,0.473152727,0.991133034,1.523645401,2.010098696,11.4915
7663,-0.009605912,0.472906411,0.991133034,1.523645401,2.010098696,11.493
7664,-0.009605912,0.471674889,0.990886748,1.52438426,2.011083841,11.4945
7665,-0.010591133,0.470935971,0.989655197,1.525369525,2.011083841,11.496
7666,-0.011330049,0.470689684,0.98940891,1.525862098,2.011083841,11.4975
7667,-0.010591133,0.470689684,0.988916278,1.525862098,2.011576414,11.499
7668,-0.009852218,0.471182287,0.989162564,1.525615811,2.010591269,11.5005
7669,-0.008866996,0.471182287,0.989655197,1.525615811,2.010344982,11.502
7670,-0.007635468,0.470197052,0.990147829,1.525862098,2.012315273,11.5035
7671,-0.006896552,0.469458133,0.989901483,1.525615811,2.011330128,11.505
7672,-0.006157636,0.469458133,0.98940891,1.525123239,2.011576414,11.5065
7673,-0.00591133,0.46896553,0.989655197,1.525615811,2.011822701,11.508
7674,-0.004926109,0.46896553,0.989901483,1.526354671,2.010837555,11.5095
7675,-0.004187192,0.469211847,0.990640402,1.526847363,2.008867025,11.511
7676,-0.003940887,0.468226612,0.991133034,1.527586222,2.007143021,11.5125
7677,-0.003448276,0.467241406,0.991871953,1.528078914,2.009113312,11.514
7678,-0.003694581,0.46699509,0.991871953,1.528817773,2.008374453,11.5155
7679,-0.004433498,0.466748774,0.992364585,1.529556751,2.009852171,11.517
7680,-0.004433498,0.466502488,0.992857158,1.528571486,2.008620739,11.5185
7681,-0.003694581,0.46699509,0.994088709,1.527832508,2.007389307,11.52
7682,-0.003694581,0.468472928,0.994334996,1.527586222,2.00591135,11.5215
7683,-0.003694581,0.46896553,0.994827628,1.526847363,2.005172491,11.523
7684,-0.003201971,0.468472928,0.994827628,1.527339935,2.007143021,11.5245
7685,-0.003448276,0.467734009,0.995566547,1.526847363,2.006650209,11.526
7686,-0.003694581,0.466256171,0.994581282,1.525615811,2.006896496,11.5275
7687,-0.004187192,0.466256171,0.994088709,1.523645401,2.006650209,11.529
7688,-0.004926109,0.465763569,0.993103504,1.522660136,2.005172491,11.5305
7689,-0.004926109,0.464778334,0.993103504,1.523152709,2.005172491,11.532
7690,-0.006157636,0.464778334,0.992857158,1.524137974,2.004433632,11.5335
7691,-0.006403941,0.464778334,0.992610872,1.52438426,2.005665064,11.535
7692,-0.006403941,0.46502465,0.993349791,1.524137974,2.006896496,11.5365
7693,-0.006896552,0.463793129,0.994334996,1.524630547,2.007635593,11.538
7694,-0.007635468,0.464532048,0.994088709,1.523891687,2.008620739,11.5395
7695,-0.00862069,0.464778334,0.993103504,1.523399115,2.006157637,11.541
7696,-0.009605912,0.464778334,0.993103504,1.523399115,2.007389307,11.5425
7697,-0.009359607,0.465270936,0.993349791,1.523399115,2.006157637,11.544
7698,-0.009852218,0.466256171,0.992857158,1.52438426,2.005665064,11.5455
7699,-0.010591133,0.466748774,0.992610872,1.525862098,2.006403923,11.547
7700,-0.010591133,0.467241406,0.993596077,1.526847363,2.006157637,11.5485
7701,-0.009852218,0.467487693,0.994827628,1.526847363,2.006403923,11.55
7702,-0.009359607,0.468226612,0.994334996,1.526354671,2.006403923,11.5515
7703,-0.008866996,0.46896553,0.993596077,1.526847363,2.005418777,11.553
7704,-0.007635468,0.469704449,0.995320201,1.528817773,2.006157637,11.5545
7705,-0.006157636,0.469704449,0.995812833,1.530049324,2.005172491,11.556
7706,-0.00591133,0.469950765,0.996551752,1.531280875,2.005418777,11.5575
7707,-0.006157636,0.470197052,0.997290671,1.531773448,2.005418777,11.559
7708,-0.005418719,0.46896553,0.997783303,1.531527162,2.006403923,11.5605
7709,-0.004926109,0.467980295,0.99802959,1.531527162,2.006157637,11.562
7710,-0.00591133,0.467980295,0.998275876,1.531280875,2.007143021,11.5635
7711,-0.005665025,0.468472928,0.997536957,1.531527162,2.007389307,11.565
7712,-0.004679803,0.468226612,0.997044384,1.532019734,2.007143021,11.5665
7713,-0.003940887,0.468472928,0.997290671,1.532019734,2.007143021,11.568
7714,-0.00270936,0.468719214,0.997536957,1.531527162,2.006403923,11.5695
7715,-0.002463054,0.467980295,0.997783303,1.53103447,2.006650209,11.571
7716,-0.002216749,0.467487693,0.998522222,1.529556751,2.007389307,11.5725
7717,-0.001970443,0.46699509,0.997536957,1.529064059,2.007389307,11.574
7718,-0.002216749,0.46699509,0.995566547,1.529064059,2.008128166,11.5755
7719,-0.002216749,0.46699509,0.993596077,1.529803038,2.007635593,11.577
7720,-0.002463054,0.466748774,0.992857158,1.530541897,2.007389307,11.5785
7721,-0.002955665,0.467487693,0.991379321,1.53029561,2.00788188,11.58
7722,-0.003694581,0.467980295,0.98940891,1.529064059,2.007389307,11.5815
7723,-0.003940887,0.468226612,0.988423645,1.5283252,2.008620739,11.583
7724,-0.003940887,0.468226612,0.987931073,1.528078914,2.008867025,11.5845
7725,-0.003940887,0.468719214,0.987684786,1.527586222,2.008867025,11.586
7726,-0.003201971,0.469458133,0.987931073,1.527832508,2.008620739,11.5875
7727,-0.00270936,0.470197052,0.988177359,1.527832508,2.008620739,11.589
7728,-0.00270936,0.469950765,0.987192154,1.528078914,2.008620739,11.5905
7729,-0.004187192,0.469950765,0.987931073,1.527339935,2.008128166,11.592
7730,-0.004433498,0.469950765,0.988916278,1.526354671,2.007389307,11.5935
7731,-0.004187192,0.46896553,0.98940891,1.526108384,2.007389307,11.595
7732,-0.004187192,0.468472928,0.989162564,1.526354671,2.006403923,11.5965
7733,-0.004187192,0.469458133,0.988916278,1.527586222,2.006650209,11.598
7734,-0.004187192,0.469950765,0.987931073,1.528078914,2.006403923,11.5995
7735,-0.004433498,0.46896553,0.987931073,1.527093649,2.006896496,11.601
7736,-0.004187192,0.467487693,0.988177359,1.525862098,2.006650209,11.6025
7737,-0.003694581,0.466256171,0.988669991,1.524630547,2.007143021,11.604
7738,-0.004187192,0.466502488,0.989655197,1.52438426,2.007635593,11.6055
7739,-0.004433498,0.466256171,0.991133034,1.524876952,2.00788188,11.607
7740,-0.003940887,0.465517253,0.991625667,1.525615811,2.007389307,11.6085
7741,-0.003694581,0.466009855,0.992118239,1.525123239,2.006650209,11.61
7742,-0.003694581,0.466256171,0.993103504,1.52438426,2.006157637,11.6115
7743,-0.003694581,0.466502488,0.992857158,1.524137974,2.006896496,11.613
7744,-0.004926109,0.46699509,0.993103504,1.524137974,2.006896496,11.6145
7745,-0.00591133,0.466748774,0.992857158,1.524137974,2.006650209,11.616
7746,-0.005172414,0.467734009,0.992857158,1.524630547,2.005665064,11.6175
7747,-0.003940887,0.468472928,0.991871953,1.52438426,2.004926205,11.619
7748,-0.003694581,0.469458133,0.992118239,1.523891687,2.005172491,11.6205
7749,-0.004187192,0.469950765,0.990886748,1.524630547,2.006157637,11.622
7750,-0.004433498,0.469211847,0.990640402,1.52438426,2.006157637,11.6235
7751,-0.004187192,0.468226612,0.98940891,1.523645401,2.006403923,11.625
7752,-0.003694581,0.468472928,0.989162564,1.523645401,2.006896496,11.6265
7753,-0.003201971,0.469211847,0.98940891,1.524137974,2.006650209,11.628
7754,-0.003201971,0.470689684,0.990640402,1.524137974,2.00591135,11.6295
7755,-0.003448276,0.471182287,0.991379321,1.52438426,2.005418777,11.631
7756,-0.002955665,0.471921206,0.990886748,1.523399115,2.004433632,11.6325
7757,-0.002955665,0.471674889,0.989655197,1.523152709,2.003694534,11.634
